Project Name,Description,API URL,Github URL,Last Updated,Link URL,Organization Name,Organization API URL,Organization City,Organization Website,,,,,,,,,,
hnl-social-media-handbook,Social Media Handbook for the City & County of Honolulu,http://codeforamerica.org/api/projects/36381,https://github.com/codeforamerica/hnl-social-media-handbook,Social Media Handbook for the City & County of Honolulu,http://codeforamerica.github.com/hnl-social-media-handbook,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
codeforsummitcounty.org,Code for Summit County Website,http://codeforamerica.org/api/projects/35012,https://github.com/CodeForSummitCounty/codeforsummitcounty.org,Code for Summit County Website,http://codeforsummitcounty.org,Code for Summit County,http://codeforamerica.org/api/organizations/Code-for-Summit-County,Akron_ OH,http://codeforsummitcounty.org/,,,,,,,,,,
All That Philly Jazz,All That Philly Jazz is a digital history project at the intersection of technology,art and civic engagement. We are telling the story of Philadelphia’s jazz heritage from bebop to hip-hop. We are mapping jazz spots,historical markers,murals,Walk of Fame plaques,and other places of cultural significance. The images will be contextualized with data from multiple sources.,http://codeforamerica.org/api/projects/36763,https://github.com/mheadd/philly-jazz-app,All That Philly Jazz is a digital history project at the intersection of technology,art and civic engagement. We are telling the story of Philadelphia’s jazz heritage from bebop to hip-hop. We are mapping jazz spots,historical markers,murals,Walk of Fame plaques,and other places of cultural significance. The images will be contextualized with data from multiple sources.,http://phillyjazz.us,Code for Philly,http://codeforamerica.org/api/organizations/Code-for-Philly,Philadelphia_ PA,http://codeforphilly.org/
chi-solicitations-feed,Wrapping the City of Chicago's publishing of solicitations in a machine-readable way.,http://codeforamerica.org/api/projects/34180,https://github.com/bnjy-opengov/chi-solicitations-feed,Wrapping the City of Chicago's publishing of solicitations in a machine-readable way.,(null),Open Gov Hack Night,http://codeforamerica.org/api/organizations/Open-Gov-Hack-Night,Chicago_ IL,http://opengovhacknight.org,,,,,,,,,,
BadDriverAPI,BadDriver.tw Backend API server,http://codeforamerica.org/api/projects/34405,https://github.com/g0v/BadDriverAPI,BadDriver.tw Backend API server,http://baddriver.mobileweb.com.tw,g0v.tw,http://codeforamerica.org/api/organizations/g0v.tw,Taipei_ Taiwan,http://g0v.tw/,,,,,,,,,,
geography_of_hunger,Interactive map of hunger rates across Chicago in 2009.,http://codeforamerica.org/api/projects/34190,https://github.com/jpvelez/geography_of_hunger,Interactive map of hunger rates across Chicago in 2009.,http://jpvelez.github.io/geography_of_hunger/web/,Open Gov Hack Night,http://codeforamerica.org/api/organizations/Open-Gov-Hack-Night,Chicago_ IL,http://opengovhacknight.org,,,,,,,,,,
HackForSaltLake,,http://codeforamerica.org/api/projects/33277,https://github.com/OpenSaltLake/HackForSaltLake,,(null),Open Salt Lake,http://codeforamerica.org/api/organizations/Open-Salt-Lake,Salt Lake City_ UT,http://opensaltlake.org/,,,,,,,,,,
census_base_layout,Basic layout,js/jq and css for HackNEO's census.,http://codeforamerica.org/api/projects/35010,https://github.com/CodeForSummitCounty/census_base_layout,Basic layout,js/jq and css for HackNEO's census.,(null),Code for Summit County,http://codeforamerica.org/api/organizations/Code-for-Summit-County,Akron_ OH,http://codeforsummitcounty.org/,,,,,,,,
codeforamerica.github.com,Github Project Page,http://codeforamerica.org/api/projects/36273,https://github.com/codeforamerica/codeforamerica.github.com,Github Project Page,,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
open311_php,Open311 PHP library updated for GeoReport v2,http://codeforamerica.org/api/projects/36484,https://github.com/codeforamerica/open311_php,Open311 PHP library updated for GeoReport v2,http://wiki.open311.org/API,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
Intersection,Code for America Project Dashbaord,http://codeforamerica.org/api/projects/36399,https://github.com/codeforamerica/Intersection,Code for America Project Dashbaord,,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
meta.g0v.tw,g0v相關專案的meta data匯集,http://codeforamerica.org/api/projects/34518,https://github.com/g0v/meta.g0v.tw,g0v相關專案的meta data匯集,(null),g0v.tw,http://codeforamerica.org/api/organizations/g0v.tw,Taipei_ Taiwan,http://g0v.tw/,,,,,,,,,,
26thandcalifornia,,http://codeforamerica.org/api/projects/36846,https://github.com/sc3/26thandcalifornia,,http://26thandcalifornia.recoveredfactory.net,FreeGeekChicago,http://codeforamerica.org/api/organizations/FreeGeekChicago,Chicago_ IL,http://www.freegeekchicago.org/,,,,,,,,,,
food-api,,http://codeforamerica.org/api/projects/32990,https://github.com/codefortomorrow/food-api,,(null),Code for Tomorrow,http://codeforamerica.org/api/organizations/Code-for-Tomorrow,Taiwan,http://codefortomorrow.org/,,,,,,,,,,
epa-data,,http://codeforamerica.org/api/projects/34439,https://github.com/g0v/epa-data,,(null),g0v.tw,http://codeforamerica.org/api/organizations/g0v.tw,Taipei_ Taiwan,http://g0v.tw/,,,,,,,,,,
hermes-scraper,,http://codeforamerica.org/api/projects/36378,https://github.com/codeforamerica/hermes-scraper,,,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
localboards-ui,front interface using simple html5,bootstrab & knockout,http://codeforamerica.org/api/projects/33263,https://github.com/opennebraska/localboards-ui,front interface using simple html5,bootstrab & knockout,(null),Open Nebraska,http://codeforamerica.org/api/organizations/Open-Nebraska,Omaha_ NE,http://opennebraska.io/,,,,,,,,
live-music-venue-directory,Live Music Venue Directory,http://codeforamerica.org/api/projects/34749,https://github.com/codeforbtv/live-music-venue-directory,Live Music Venue Directory,(null),Code for BTV,http://codeforamerica.org/api/organizations/Code-for-BTV,Burlington_ VT,http://codeforbtv.org/,,,,,,,,,,
Census Map,Repo for the census group.,http://codeforamerica.org/api/projects/36698,https://github.com/calvinmetcalf/CodeForBoston-Census,Repo for the census group.,http://codeforboston.github.io/rhok_census_map/,Code for Boston,http://codeforamerica.org/api/organizations/Code-for-Boston,Boston_ MA,http://www.codeforboston.org,,,,,,,,,,
Reportit,Crime Notification System made in CivHackKHI,http://codeforamerica.org/api/projects/34887,https://github.com/codeforpakistan/Reportit,Crime Notification System made in CivHackKHI,,Code for Pakistan,http://codeforamerica.org/api/organizations/Code-for-Pakistan,Lahore_ Pakistan,http://www.codeforpakistan.org/code-for-all-brigades.html,,,,,,,,,,
emerald,,http://codeforamerica.org/api/projects/31596,https://github.com/emeraldproject/emerald,,(null),Beta NYC,http://codeforamerica.org/api/organizations/Beta-NYC,New York_ NY,http://www.beta.nyc,,,,,,,,,,
tfdd,django + jquery mobile app for reading dispatches from zetron radio with a raspberry pi.,http://codeforamerica.org/api/projects/35039,https://github.com/codefortulsa/tfdd,django + jquery mobile app for reading dispatches from zetron radio with a raspberry pi.,(null),Code for Tulsa,http://codeforamerica.org/api/organizations/Code-for-Tulsa,Tulsa_ OK,http://codefortulsa.org/,,,,,,,,,,
Marketplace-Bulk-Import,,http://codeforamerica.org/api/projects/36428,https://github.com/codeforamerica/Marketplace-Bulk-Import,,,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
cftdrupal2013,CfT 2013年網站,http://codeforamerica.org/api/projects/32983,https://github.com/codefortomorrow/cftdrupal2013,CfT 2013年網站,,Code for Tomorrow,http://codeforamerica.org/api/organizations/Code-for-Tomorrow,Taiwan,http://codefortomorrow.org/,,,,,,,,,,
cityhow,,http://codeforamerica.org/api/projects/36252,https://github.com/codeforamerica/cityhow,,(null),Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
ibikealot,You should bike. A lot.,http://codeforamerica.org/api/projects/33278,https://github.com/OpenSaltLake/ibikealot,You should bike. A lot.,(null),Open Salt Lake,http://codeforamerica.org/api/organizations/Open-Salt-Lake,Salt Lake City_ UT,http://opensaltlake.org/,,,,,,,,,,
macon-biz-license,Understanding the business licensing process in Macon and then building a tool (TBD) to make it better.,http://codeforamerica.org/api/projects/36424,https://github.com/codeforamerica/macon-biz-license,Understanding the business licensing process in Macon and then building a tool (TBD) to make it better.,(null),Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
petneed.me,Animal Adoption Platform by Django,http://codeforamerica.org/api/projects/34547,https://github.com/g0v/petneed.me,Animal Adoption Platform by Django,petneed.me,g0v.tw,http://codeforamerica.org/api/organizations/g0v.tw,Taipei_ Taiwan,http://g0v.tw/,,,,,,,,,,
sitemybiz,SiteMy.Biz,http://codeforamerica.org/api/projects/36564,https://github.com/codeforamerica/sitemybiz,SiteMy.Biz,,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
ircstat,irc activity collection and visualization,http://codeforamerica.org/api/projects/34476,https://github.com/g0v/ircstat,irc activity collection and visualization,(null),g0v.tw,http://codeforamerica.org/api/organizations/g0v.tw,Taipei_ Taiwan,http://g0v.tw/,,,,,,,,,,
Public School Accessibility,How long does it take to walk or take public transit to the nearest public school throughout the city? How has that changed,city-wide,after the recent public school closings?,http://codeforamerica.org/api/projects/36778,https://github.com/joshmarcus/philly_school_accessibility,How long does it take to walk or take public transit to the nearest public school throughout the city? How has that changed,city-wide,after the recent public school closings?,http://thesilentcamera.com/test/phillyschools,Code for Philly,http://codeforamerica.org/api/organizations/Code-for-Philly,Philadelphia_ PA,http://codeforphilly.org/,,,,,,
tupac,A Ruby on Rails application for displaying the wrappers from Github,http://codeforamerica.org/api/projects/36613,https://github.com/codeforamerica/tupac,A Ruby on Rails application for displaying the wrappers from Github,wrappers.codeforamerica.org,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
moc-license-center,(null),http://codeforamerica.org/api/projects/34520,https://github.com/g0v/moc-license-center,(null),(null),g0v.tw,http://codeforamerica.org/api/organizations/g0v.tw,Taipei_ Taiwan,http://g0v.tw/,,,,,,,,,,
Penndot Traffic Camera API,Penndot-Traffic-Cameras-API,http://codeforamerica.org/api/projects/36784,https://github.com/chap19150/Penndot-Traffic-Cameras-API,Penndot-Traffic-Cameras-API,http://7677mobile.com/PhillyTrafficCameras/production/,Code for Philly,http://codeforamerica.org/api/organizations/Code-for-Philly,Philadelphia_ PA,http://codeforphilly.org/,,,,,,,,,,
wiki,OpenSanDiego Wiki,http://codeforamerica.org/api/projects/31467,https://github.com/opensandiego/wiki,OpenSanDiego Wiki,(null),Open San Diego,http://codeforamerica.org/api/organizations/Open-San-Diego,San Diego_ CA,http://opensandiego.org,,,,,,,,,,
metraapi,A Python library that makes it easy to find realtime arrival times for the Chicago Metra.,http://codeforamerica.org/api/projects/34107,https://github.com/iandees/metraapi,A Python library that makes it easy to find realtime arrival times for the Chicago Metra.,(null),Open Gov Hack Night,http://codeforamerica.org/api/organizations/Open-Gov-Hack-Night,Chicago_ IL,http://opengovhacknight.org,,,,,,,,,,
green-up-app,App for Coordinating Green-Up Day Events,http://codeforamerica.org/api/projects/34747,https://github.com/codeforbtv/green-up-app,App for Coordinating Green-Up Day Events,(null),Code for BTV,http://codeforamerica.org/api/organizations/Code-for-BTV,Burlington_ VT,http://codeforbtv.org/,,,,,,,,,,
deepdish,See all the dodgy pizzas,http://codeforamerica.org/api/projects/36300,https://github.com/codeforamerica/deepdish,See all the dodgy pizzas,http://deepdish.herokuapp.com/,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
snapr,Find the closest office where you can register for SNAP (aka food stamps),http://codeforamerica.org/api/projects/36571,https://github.com/codeforamerica/snapr,Find the closest office where you can register for SNAP (aka food stamps),(null),Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
